date,value
2016-09-26,80
2016-09-19,80
2016-09-12,80
2016-09-05,80
2016-08-29,80
2016-08-22,80
2016-08-15,80
2016-08-08,80
2016-08-01,80
2016-07-25,80
2016-07-18,80
2016-07-11,80
2016-07-04,80
2016-06-27,80
2016-06-20,80
2016-06-13,80
2016-06-06,80
2016-05-30,80
2016-05-23,80
2016-05-16,80
2016-05-09,80
2016-05-02,80
2016-04-25,80
2016-04-18,80
