date,value
2016-09-26,510
2016-09-19,520
2016-09-12,490
2016-09-05,460
2016-08-29,440
2016-08-22,430
2016-08-15,440
2016-08-08,410
2016-08-01,440
2016-07-25,460
2016-07-18,500
2016-07-11,450
2016-07-04,420
2016-06-27,400
2016-06-20,400
2016-06-13,410
2016-06-06,410
2016-05-30,400
2016-05-23,430
2016-05-16,450
2016-05-09,400
2016-05-02,420
2016-04-25,400
2016-04-18,340
