date,value
2016-09-26,600
2016-09-19,600
2016-09-12,600
2016-09-05,600
2016-08-29,600
2016-08-22,600
2016-08-15,600
2016-08-08,600
2016-08-01,600
2016-07-25,600
2016-07-18,600
2016-07-11,600
2016-07-04,450
2016-06-27,450
2016-06-20,450
2016-06-13,450
2016-06-06,450
2016-05-30,450
2016-05-23,450
2016-05-16,450
2016-05-09,450
2016-05-02,450
2016-04-25,450
2016-04-18,450
