date,value
2016-09-26,1000
2016-09-19,1000
2016-09-12,1000
2016-09-05,1000
2016-08-29,1000
2016-08-22,1000
2016-08-15,1000
2016-08-08,1000
2016-08-01,1000
2016-07-25,1000
2016-07-18,1000
2016-07-11,1000
2016-07-04,800
2016-06-27,800
2016-06-20,800
2016-06-13,800
2016-06-06,800
2016-05-30,800
2016-05-23,800
2016-05-16,800
2016-05-09,800
2016-05-02,800
2016-04-25,800
2016-04-18,800
