date,value
2016-09-26,42000
2016-09-19,42000
2016-09-12,42000
2016-09-05,42000
2016-08-29,42000
2016-08-22,42000
2016-08-15,42000
2016-08-08,42000
2016-08-01,42000
2016-07-25,42000
2016-07-18,42000
2016-07-11,42000
2016-07-04,25000
2016-06-27,25000
2016-06-20,25000
2016-06-13,25000
2016-06-06,25000
2016-05-30,25000
2016-05-23,25000
2016-05-16,25000
2016-05-09,25000
2016-05-02,25000
2016-04-25,25000
2016-04-18,25000
