date,value
2016-09-26,89
2016-09-19,90
2016-09-12,94
2016-09-05,92
2016-08-29,90
2016-08-22,86
2016-08-15,84
2016-08-08,89
2016-08-01,90
2016-07-25,95
2016-07-18,94
2016-07-11,92
2016-07-04,89
2016-06-27,85
2016-06-20,88
2016-06-13,87
2016-06-06,88
2016-05-30,86
2016-05-23,82
2016-05-16,82
2016-05-09,84
2016-05-02,81
2016-04-25,80
2016-04-18,78
